num_corre,año_ocu,dia_ocu,hora_ocu,g_hora,g_hora_hum,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
6217,2023,5,22,18:00 a 23:59,18,Noche,Junio,Lunes,Petén,Melchor de Mencos,,Hombre,,,,,,Mayor,Camión,,,,,Atropello
6218,2023,6,14,12:00 a 17:59,12,Tarde,Junio,Martes,Guatemala,Guatemala,,Hombre,,,,,,Mayor,Pick up,,,,,Atropello
6219,2023,7,13,12:00 a 17:59,12,Tarde,Junio,Miércoles,Suchitepéquez,San Antonio Suchitepéquez,,Hombre,,,,,,Mayor,Pick up,,,,,Atropello
6220,2023,7,19,18:00 a 23:59,18,Noche,Junio,Miércoles,Retalhuleu,El Asintal,,Hombre,14,Menor de 15,Menor de 15,10 - 14,,Menor,Motocicleta,,Azul,,,Atropello
6221,2023,7,13,12:00 a 17:59,12,Tarde,Junio,Miércoles,Baja Verapaz,El Chol,,Hombre,,,,,,Mayor,Camión,,Blanco,,,Atropello
6222,2023,8,21,18:00 a 23:59,18,Noche,Junio,Jueves,Quiché,San Juan Cotzal,,Hombre,76,75-79,60 y más,75 - 79,,Mayor,Camioneta,Mitsubishi,Gris,,,Atropello
6223,2023,9,7,06:00 a 11:59,6,Mañana,Junio,Viernes,Guatemala,Guatemala,6,Hombre,63,60-64,60 y más,60 - 64,,Mayor,Automóvil,,,,,Atropello
6224,2023,9,20,18:00 a 23:59,18,Noche,Junio,Viernes,Guatemala,Guatemala,5,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Serpento,Negro,,,Atropello
6225,2023,9,6,06:00 a 11:59,6,Mañana,Junio,Viernes,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,Motocicleta,,,,,Atropello
6226,2023,9,14,12:00 a 17:59,12,Tarde,Junio,Viernes,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,Motocicleta,,,,,Atropello
6227,2023,9,22,18:00 a 23:59,18,Noche,Junio,Viernes,Escuintla,Siquinalá,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Automóvil,,,,,Atropello
6228,2023,9,18,18:00 a 23:59,18,Noche,Junio,Viernes,Santa Rosa,Taxisco,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Automóvil,,,,,Atropello
6229,2023,9,19,18:00 a 23:59,18,Noche,Junio,Viernes,Retalhuleu,Retalhuleu,4,Hombre,42,40-44,40-44,40 - 44,,Mayor,Motocicleta,Bajaj,Rojo,2005,2000-2009,Atropello
6230,2023,9,15,12:00 a 17:59,12,Tarde,Junio,Viernes,Izabal,Puerto Barrios,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Rojo,,,Atropello
6231,2023,10,20,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,San José del Golfo,,Hombre,,,,,,Mayor,Cabezal,,,,,Atropello
6232,2023,10,0,00:00 a 05:59,0,Mañana,Junio,Sábado,Guatemala,Guatemala,18,Hombre,,,,,,Mayor,,,Negro,,,Atropello
6233,2023,10,1,00:00 a 05:59,0,Mañana,Junio,Sábado,Guatemala,Guatemala,11,Hombre,,,,,,Mayor,,,,,,Atropello
6234,2023,10,1,00:00 a 05:59,0,Mañana,Junio,Sábado,Guatemala,Guatemala,11,Hombre,,,,,,Mayor,,,,,,Atropello
6235,2023,10,17,12:00 a 17:59,12,Tarde,Junio,Sábado,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Motocicleta,,,,,Atropello
6236,2023,10,19,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Cabezal,,,,,Atropello
6237,2023,10,23,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,Villa Canales,,Hombre,27,25-29,25-29,25 - 29,Ebrio,Mayor,Motocicleta,Honda,Gris,,,Atropello
6238,2023,10,11,06:00 a 11:59,6,Mañana,Junio,Sábado,Guatemala,Mixco,6,Hombre,29,25-29,25-29,25 - 29,,Mayor,Automóvil,Hyundai,Blanco,,,Atropello
6239,2023,10,21,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,San Juan Sacatepéquez,,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6240,2023,10,8,06:00 a 11:59,6,Mañana,Junio,Sábado,Escuintla,Escuintla,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Cabezal,Ford,Blanco,1995,1990-1999,Atropello
6241,2023,10,10,06:00 a 11:59,6,Mañana,Junio,Sábado,Suchitepéquez,San Antonio Suchitepéquez,,Hombre,,,,,,Mayor,Pick up,Toyota,Blanco,,,Atropello
6242,2023,10,4,00:00 a 05:59,0,Mañana,Junio,Sábado,Retalhuleu,San Sebastián,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Serpento,Rojo,,,Atropello
6243,2023,10,21,18:00 a 23:59,18,Noche,Junio,Sábado,Retalhuleu,Santa Cruz Muluá,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Atropello
6244,2023,10,12,12:00 a 17:59,12,Tarde,Junio,Sábado,Quetzaltenango,La Esperanza,1,Hombre,30,30-34,30-34,30 - 34,,Mayor,Automóvil,Honda,Gris,2007,2000-2009,Atropello
6245,2023,10,17,12:00 a 17:59,12,Tarde,Junio,Sábado,Baja Verapaz,Salamá,,Hombre,,,,,,Mayor,Automóvil,,Gris,,,Atropello
6246,2023,10,22,18:00 a 23:59,18,Noche,Junio,Sábado,Petén,Flores,,Hombre,,,,,,Mayor,,,,,,Atropello
6247,2023,10,20,18:00 a 23:59,18,Noche,Junio,Sábado,Chimaltenango,Patzicía,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Camioneta,Chevrolet,Negro,,,Atropello
6248,2023,11,0,00:00 a 05:59,0,Mañana,Junio,Domingo,Guatemala,San Pedro Ayampuc,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Automóvil,Toyota,Verde,1999,1990-1999,Atropello
6249,2023,11,21,18:00 a 23:59,18,Noche,Junio,Domingo,Guatemala,Guatemala,18,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6250,2023,11,4,00:00 a 05:59,0,Mañana,Junio,Domingo,Guatemala,Villa Canales,,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6251,2023,11,3,00:00 a 05:59,0,Mañana,Junio,Domingo,Guatemala,Villa Canales,1,Hombre,25,25-29,25-29,25 - 29,,Mayor,Pick up,Nissan,Rojo,,,Atropello
6252,2023,11,15,12:00 a 17:59,12,Tarde,Junio,Domingo,Guatemala,Amatitlán,,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6253,2023,11,0,00:00 a 05:59,0,Mañana,Junio,Domingo,San Marcos,San Marcos,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Camioneta,Mitsubishi,Gris,,,Atropello
6254,2023,11,2,00:00 a 05:59,0,Mañana,Junio,Domingo,Alta Verapaz,Cobán,9,Hombre,43,40-44,40-44,40 - 44,,Mayor,Automóvil,,,,,Atropello
6255,2023,11,0,00:00 a 05:59,0,Mañana,Junio,Domingo,Alta Verapaz,Cobán,,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6256,2023,12,22,18:00 a 23:59,18,Noche,Junio,Lunes,Guatemala,Guatemala,3,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6257,2023,12,10,06:00 a 11:59,6,Mañana,Junio,Lunes,Guatemala,Guatemala,25,Hombre,,,,,,Mayor,Microbús,Hyundai,Amarillo,2001,2000-2009,Atropello
6258,2023,12,0,00:00 a 05:59,0,Mañana,Junio,Lunes,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,,,,,,Atropello
6259,2023,12,16,12:00 a 17:59,12,Tarde,Junio,Lunes,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,Automóvil,,Gris,,,Atropello
6260,2023,12,0,00:00 a 05:59,0,Mañana,Junio,Lunes,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6261,2023,12,10,06:00 a 11:59,6,Mañana,Junio,Lunes,Guatemala,Mixco,6,Hombre,,,,,,Mayor,Motocicleta,,,,,Atropello
6262,2023,12,5,00:00 a 05:59,0,Mañana,Junio,Lunes,Quetzaltenango,Quetzaltenango,,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6263,2023,12,16,12:00 a 17:59,12,Tarde,Junio,Lunes,Sololá,Santa Catarina Ixtahuacán,,Hombre,64,60-64,60 y más,60 - 64,,Mayor,Automóvil,Kia,Gris,2017,2010-2019,Atropello
6264,2023,13,16,12:00 a 17:59,12,Tarde,Junio,Martes,Alta Verapaz,Cobán,6,Hombre,32,30-34,30-34,30 - 34,,Mayor,Pick up,Mitsubishi,Gris,2008,2000-2009,Atropello
6265,2023,14,20,18:00 a 23:59,18,Noche,Junio,Miércoles,Guatemala,Guatemala,7,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6266,2023,14,14,12:00 a 17:59,12,Tarde,Junio,Miércoles,Quiché,Santa Cruz del Quiché,,Hombre,,,,,,Mayor,Moto taxi,TVS Apache,Rojo,2018,2010-2019,Atropello
6267,2023,15,20,18:00 a 23:59,18,Noche,Junio,Jueves,Guatemala,Guatemala,7,Hombre,48,45-49,45-49,45 - 49,,Mayor,Camión,,,,,Atropello
6268,2023,15,1,00:00 a 05:59,0,Mañana,Junio,Jueves,Alta Verapaz,Cobán,,Hombre,24,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,MRT,Negro,2018,2010-2019,Atropello
6269,2023,15,15,12:00 a 17:59,12,Tarde,Junio,Jueves,Sololá,Sololá,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Bus urbano,Internacional,Beige,,,Atropello
6270,2023,15,7,06:00 a 11:59,6,Mañana,Junio,Jueves,Chimaltenango,Tecpán Guatemala,,Hombre,,,,,,Mayor,,,,,,Atropello
6271,2023,16,20,18:00 a 23:59,18,Noche,Junio,Viernes,Guatemala,Villa Nueva,,Hombre,,,,,,,Automóvil,,,,,Atropello
6272,2023,16,17,12:00 a 17:59,12,Tarde,Junio,Viernes,Guatemala,Mixco,4,Hombre,41,40-44,40-44,40 - 44,Ebrio,Mayor,Motocicleta,Bajaj,,2023,2020-2029,Atropello
6273,2023,16,12,12:00 a 17:59,12,Tarde,Junio,Viernes,Guatemala,San Juan Sacatepéquez,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Moto taxi,Bajaj,Rojo,,,Atropello
6274,2023,16,6,06:00 a 11:59,6,Mañana,Junio,Viernes,Jutiapa,Jalpatagua,,Hombre,,,,,,Mayor,,,,,,Atropello
6275,2023,16,20,18:00 a 23:59,18,Noche,Junio,Viernes,Escuintla,Santa Lucía Cotzumalguapa,,Hombre,,,,,,,Automóvil,,Blanco,,,Atropello
6276,2023,16,19,18:00 a 23:59,18,Noche,Junio,Viernes,Santa Rosa,Santa Rosa de Lima,,Hombre,,,,,,,Pick up,,Blanco,,,Atropello
6277,2023,16,4,00:00 a 05:59,0,Mañana,Junio,Viernes,Izabal,Livingston,,Hombre,,,,,,,Automóvil,,,,,Atropello
6278,2023,16,21,18:00 a 23:59,18,Noche,Junio,Viernes,Sololá,San José Chacayá,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Automóvil,Honda,Gris,2007,2000-2009,Atropello
6279,2023,16,19,18:00 a 23:59,18,Noche,Junio,Viernes,Sacatepéquez,Antigua Guatemala,,Hombre,,,,,,,,,,,,Atropello
6280,2023,17,12,12:00 a 17:59,12,Tarde,Junio,Sábado,Guatemala,Guatemala,18,Hombre,53,50-54,50-54,50 - 54,,Mayor,Camión,GMC,Amarillo,2001,2000-2009,Atropello
6281,2023,17,19,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,Villa Nueva,3,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Asia Hero,Negro,,,Atropello
6282,2023,17,9,06:00 a 11:59,6,Mañana,Junio,Sábado,Guatemala,San Juan Sacatepéquez,,Hombre,,,,,,,,,,,,Atropello
6283,2023,17,21,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,San Juan Sacatepéquez,,Hombre,,,,,,,,,,,,Atropello
6284,2023,17,20,18:00 a 23:59,18,Noche,Junio,Sábado,Quetzaltenango,Coatepeque,,Hombre,,,,,,,,,,,,Atropello
6285,2023,17,22,18:00 a 23:59,18,Noche,Junio,Sábado,San Marcos,El Quetzal,,Hombre,,,,,,,,,,,,Atropello
6286,2023,17,14,12:00 a 17:59,12,Tarde,Junio,Sábado,El Progreso,San Antonio la Paz,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Bus urbano,Internacional,Azul,,,Atropello
6287,2023,17,16,12:00 a 17:59,12,Tarde,Junio,Sábado,Izabal,Puerto Barrios,,Hombre,,,,,,,Motocicleta,Otros,Rojo,,,Atropello
6288,2023,18,18,18:00 a 23:59,18,Noche,Junio,Domingo,Guatemala,Guatemala,12,Hombre,24,20-24,20-24,20 - 24,,Mayor,Automóvil,Toyota,Gris,,,Atropello
6289,2023,18,20,18:00 a 23:59,18,Noche,Junio,Domingo,Guatemala,Guatemala,7,Hombre,,,,,,,Automóvil,Mahindra,Blanco,,,Atropello
6290,2023,18,17,12:00 a 17:59,12,Tarde,Junio,Domingo,Guatemala,Villa Canales,,Hombre,,,,,,,Automóvil,,,,,Atropello
6291,2023,18,20,18:00 a 23:59,18,Noche,Junio,Domingo,Zacapa,Teculután,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Otros,Blanco,,,Atropello
6292,2023,18,16,12:00 a 17:59,12,Tarde,Junio,Domingo,Santa Rosa,Chiquimulilla,,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Blanco,2023,2020-2029,Atropello
6293,2023,18,16,12:00 a 17:59,12,Tarde,Junio,Domingo,Santa Rosa,Santa Cruz el Naranjo,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,,Negro,,,Atropello
6294,2023,18,21,18:00 a 23:59,18,Noche,Junio,Domingo,Santa Rosa,Guazacapán,,Hombre,,,,,,,Automóvil,,,,,Atropello
6295,2023,18,17,12:00 a 17:59,12,Tarde,Junio,Domingo,Suchitepéquez,Cuyotenango,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Asia Hero,Negro,,,Atropello
6296,2023,18,3,00:00 a 05:59,0,Mañana,Junio,Domingo,Suchitepéquez,San Francisco Zapotitlán,,Hombre,,,,,,,Automóvil,,,,,Atropello
6297,2023,18,19,18:00 a 23:59,18,Noche,Junio,Domingo,Quetzaltenango,San Miguel Siguilá,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Camioneta,Toyota,Gris,2004,2000-2009,Atropello
6298,2023,18,9,06:00 a 11:59,6,Mañana,Junio,Domingo,Sololá,Sololá,,Hombre,,,,,,,Automóvil,,,,,Atropello
6299,2023,18,19,18:00 a 23:59,18,Noche,Junio,Domingo,Chimaltenango,San Martín Jilotepeque,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Automóvil,Hyundai,,2007,2000-2009,Atropello
6300,2023,19,0,00:00 a 05:59,0,Mañana,Junio,Lunes,Guatemala,Mixco,3,Hombre,,,,,,,Automóvil,,,,,Atropello
6301,2023,19,9,06:00 a 11:59,6,Mañana,Junio,Lunes,Alta Verapaz,Panzós,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Moto taxi,,,,,Atropello
6302,2023,19,8,06:00 a 11:59,6,Mañana,Junio,Lunes,Petén,La Libertad,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Camioneta,Kia,Blanco,,,Atropello
6303,2023,19,19,18:00 a 23:59,18,Noche,Junio,Lunes,Quiché,Chicamán,,Hombre,,,,,,Mayor,Bus urbano,,,,,Atropello
6304,2023,19,13,12:00 a 17:59,12,Tarde,Junio,Lunes,Sacatepéquez,Ciudad Vieja,,Hombre,,,,,,,Automóvil,,,,,Atropello
6305,2023,20,13,12:00 a 17:59,12,Tarde,Junio,Martes,Alta Verapaz,San Cristóbal Verapaz,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Camión,Mercedes Benz,Rojo,,,Atropello
6306,2023,20,21,18:00 a 23:59,18,Noche,Junio,Martes,Alta Verapaz,San Pedro Carchá,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Automóvil,Toyota,Verde,2000,2000-2009,Atropello
6307,2023,20,7,06:00 a 11:59,6,Mañana,Junio,Martes,Quiché,Chichicastenango,,Hombre,,,,,,,,,,,,Atropello
6308,2023,21,13,12:00 a 17:59,12,Tarde,Junio,Miércoles,Guatemala,Guatemala,6,Hombre,34,30-34,30-34,30 - 34,,Mayor,Camioneta,Mazda,Gris,2022,2020-2029,Atropello
6309,2023,21,9,06:00 a 11:59,6,Mañana,Junio,Miércoles,Guatemala,Palencia,,Hombre,,,,,,,,,,,,Atropello
6310,2023,21,13,12:00 a 17:59,12,Tarde,Junio,Miércoles,Guatemala,Villa Nueva,12,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Yamaha,Azul,2023,2020-2029,Atropello
6311,2023,21,13,12:00 a 17:59,12,Tarde,Junio,Miércoles,Guatemala,Amatitlán,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Panel,Nissan,Blanco,2012,2010-2019,Atropello
6312,2023,21,16,12:00 a 17:59,12,Tarde,Junio,Miércoles,Guatemala,Villa Canales,1,Hombre,58,55-59,55-59,55 - 59,,Mayor,Bus urbano,Internacional,Beige,,,Atropello
6313,2023,21,14,12:00 a 17:59,12,Tarde,Junio,Miércoles,Escuintla,Palín,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Panel,Suzuki,Blanco,2003,2000-2009,Atropello
6314,2023,22,22,18:00 a 23:59,18,Noche,Junio,Jueves,Guatemala,San José Pinula,,Hombre,41,40-44,40-44,40 - 44,,Mayor,Pick up,Toyota,Gris,1996,1990-1999,Atropello
6315,2023,22,12,12:00 a 17:59,12,Tarde,Junio,Jueves,Escuintla,Escuintla,,Hombre,27,25-29,25-29,25 - 29,,Mayor,,,,,,Atropello
6316,2023,23,14,12:00 a 17:59,12,Tarde,Junio,Viernes,Guatemala,Guatemala,13,Hombre,45,45-49,45-49,45 - 49,,Mayor,Motocicleta,Haojue,Anaranjado,2019,2010-2019,Atropello
6317,2023,23,17,12:00 a 17:59,12,Tarde,Junio,Viernes,Guatemala,Guatemala,13,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,TVS Apache,Negro,2019,2010-2019,Atropello
6318,2023,23,9,06:00 a 11:59,6,Mañana,Junio,Viernes,Guatemala,Guatemala,12,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,,,Atropello
6319,2023,23,23,18:00 a 23:59,18,Noche,Junio,Viernes,Retalhuleu,San Sebastián,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Pick up,Mitsubishi,Azul,,,Atropello
6320,2023,23,20,18:00 a 23:59,18,Noche,Junio,Viernes,El Progreso,Guastatoya,,Hombre,,,,,,Mayor,,,,,,Atropello
6321,2023,24,19,18:00 a 23:59,18,Noche,Junio,Sábado,Guatemala,Guatemala,1,Hombre,,,,,,Mayor,,,,,,Atropello
6322,2023,24,7,06:00 a 11:59,6,Mañana,Junio,Sábado,Guatemala,Guatemala,18,Hombre,,,,,,Mayor,,,,,,Atropello
6323,2023,24,14,12:00 a 17:59,12,Tarde,Junio,Sábado,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Atropello
6324,2023,24,21,18:00 a 23:59,18,Noche,Junio,Sábado,Suchitepéquez,Santa Bárbara,,Hombre,,,,,,Mayor,,,,,,Atropello
6325,2023,24,3,00:00 a 05:59,0,Mañana,Junio,Sábado,Suchitepéquez,San Antonio Suchitepéquez,,Hombre,,,,,,Mayor,,,,,,Atropello
6326,2023,24,13,12:00 a 17:59,12,Tarde,Junio,Sábado,San Marcos,Malacatán,1,Hombre,37,35-39,35-39,35 - 39,,Mayor,Motocicleta,Bajaj,Rojo,2014,2010-2019,Atropello
6327,2023,25,12,12:00 a 17:59,12,Tarde,Junio,Domingo,Alta Verapaz,Senahú,,Hombre,,,,,,Mayor,Motocicleta,Freedom,Negro,,,Atropello
6328,2023,26,14,12:00 a 17:59,12,Tarde,Junio,Lunes,Quetzaltenango,Quetzaltenango,2,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,Italika,Rojo,2022,2020-2029,Atropello
6329,2023,26,21,18:00 a 23:59,18,Noche,Junio,Lunes,Baja Verapaz,Salamá,,Hombre,,,,,,Mayor,Camión,,Blanco,,,Atropello
6330,2023,26,21,18:00 a 23:59,18,Noche,Junio,Lunes,Quiché,Santa Cruz del Quiché,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Camión,,Blanco,,,Atropello
6331,2023,27,17,12:00 a 17:59,12,Tarde,Junio,Martes,Guatemala,Villa Canales,3,Hombre,,,,,,Mayor,Motocicleta,,,,,Atropello
6332,2023,27,21,18:00 a 23:59,18,Noche,Junio,Martes,Alta Verapaz,Cobán,9,Hombre,,,,,,Mayor,Automóvil,,Blanco,,,Atropello
6333,2023,27,3,00:00 a 05:59,0,Mañana,Junio,Martes,Petén,San Francisco,,Hombre,,,,,,Mayor,,,,,,Atropello
6334,2023,28,21,18:00 a 23:59,18,Noche,Junio,Miércoles,Guatemala,Guatemala,21,Hombre,,,,,,Mayor,,,,,,Atropello
6335,2023,28,22,18:00 a 23:59,18,Noche,Junio,Miércoles,Zacapa,Río Hondo,,Hombre,,,,,,Mayor,Pick up,,,,,Atropello
6336,2023,28,12,12:00 a 17:59,12,Tarde,Junio,Miércoles,Escuintla,Escuintla,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Rojo,,,Atropello
6337,2023,28,12,12:00 a 17:59,12,Tarde,Junio,Miércoles,El Progreso,Sanarate,,Hombre,14,Menor de 15,Menor de 15,10 - 14,,Menor,Motocicleta,,,,,Atropello
6338,2023,28,15,12:00 a 17:59,12,Tarde,Junio,Miércoles,Quiché,Santa María Nebaj,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,Honda,Rojo,,,Atropello
6339,2023,29,10,06:00 a 11:59,6,Mañana,Junio,Jueves,Guatemala,Guatemala,18,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,Bajaj,,,,Atropello
6340,2023,29,20,18:00 a 23:59,18,Noche,Junio,Jueves,Guatemala,Petapa,7,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Suzuki,Negro,,,Atropello
6341,2023,29,7,06:00 a 11:59,6,Mañana,Junio,Jueves,Escuintla,San José,,Hombre,,,,,,Mayor,Cabezal,,,,,Atropello
6342,2023,30,12,12:00 a 17:59,12,Tarde,Junio,Viernes,Guatemala,Guatemala,18,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Blanco,2022,2020-2029,Atropello
6343,2023,30,21,18:00 a 23:59,18,Noche,Junio,Viernes,Guatemala,Mixco,6,Hombre,,,,,,Mayor,Automóvil,,,,,Atropello
6344,2023,30,0,00:00 a 05:59,0,Mañana,Junio,Viernes,Quiché,Santa Cruz del Quiché,4,Hombre,33,30-34,30-34,30 - 34,,Mayor,Pick up,Nissan,Café,2022,2020-2029,Atropello
6345,2023,1,1,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,9,Hombre,,,,,No Ebrio,Mayor,Motocicleta,TVS Apache,Negro,,,Choque
6346,2023,1,9,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Guatemala,9,Hombre,38,35-39,35-39,35 - 39,No Ebrio,Mayor,Microbús,Mercedes Benz,Gris,2017,2010-2019,Colisión
6347,2023,1,9,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Guatemala,9,Hombre,45,45-49,45-49,45 - 49,No Ebrio,Mayor,Bus urbano,Internacional,Blanco,1997,1990-1999,Colisión
6348,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,6,Hombre,,,,,,Mayor,Automóvil,Kia,Rojo,,,Colisión
6349,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,6,Mujer,28,25-29,25-29,25 - 29,,Mayor,Camioneta,Ford,Gris,,,Colisión
6350,2023,1,1,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,San José Pinula,,Hombre,35,35-39,35-39,35 - 39,No Ebrio,Mayor,Automóvil,Honda,Azul,2006,2000-2009,Colisión
6351,2023,1,1,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,San José Pinula,,Hombre,24,20-24,20-24,20 - 24,No Ebrio,Mayor,Automóvil,Kia,Azul,2018,2010-2019,Colisión
6352,2023,1,7,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Guatemala,13,Hombre,39,35-39,35-39,35 - 39,No Ebrio,Mayor,Camioneta,Toyota,Blanco,1998,1990-1999,Colisión
6353,2023,1,7,06:00 a 11:59,6,Mañana,Julio,Sábado,Guatemala,Guatemala,13,Hombre,21,20-24,20-24,20 - 24,No Ebrio,Mayor,Motocicleta,Bajaj,Negro,2021,2020-2029,Colisión
6354,2023,1,14,12:00 a 17:59,12,Tarde,Julio,Sábado,Guatemala,Santa Catarina Pinula,,Hombre,37,35-39,35-39,35 - 39,No Ebrio,Mayor,Cabezal,Ford,Blanco,1990,1990-1999,Derrape
6355,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Santa Catarina Pinula,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Automóvil,Toyota,Blanco,1995,1990-1999,Colisión
6356,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Santa Catarina Pinula,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,Blanco,2022,2020-2029,Colisión
6357,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Santa Catarina Pinula,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Bus urbano,Internacional,Verde,1996,1990-1999,Colisión
6358,2023,1,19,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Santa Catarina Pinula,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Automóvil,Honda,Azul,1996,1990-1999,Colisión
6359,2023,1,22,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Guatemala,13,Hombre,26,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Blanco,2021,2020-2029,Colisión
6360,2023,1,22,18:00 a 23:59,18,Noche,Julio,Sábado,Guatemala,Guatemala,13,Mujer,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,TVS Apache,Gris,2023,2020-2029,Colisión
6361,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,12,Hombre,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Camión,Internacional,Blanco,1996,1990-1999,Colisión
6362,2023,1,0,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,12,Hombre,29,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,Suzuki,Negro,1990,1990-1999,Colisión
6363,2023,1,1,00:00 a 05:59,0,Mañana,Julio,Sábado,Guatemala,Guatemala,21,Hombre,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Motocicleta,Suzuki,Gris,2007,2000-2009,Derrape
