num_corre,año_ocu,dia_ocu,hora_ocu,g_hora,g_hora_hum,g_hora_5,mes_ocu,día_sem_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_80ymas,g_edad_60ymas,edad_quinquenales,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
140,2023,6,2,00:00 a 05:59,0,Mañana,Enero,Viernes,Guatemala,Guatemala,11,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,,,,,Colisión
141,2023,6,2,00:00 a 05:59,0,Mañana,Enero,Viernes,Guatemala,Guatemala,11,Hombre,,,,,,Mayor,,,,,,Colisión
142,2023,6,6,06:00 a 11:59,6,Mañana,Enero,Viernes,Guatemala,Guatemala,21,Hombre,36,35-39,35-39,35 - 39,,Mayor,Motocicleta,,,,,Colisión
143,2023,6,6,06:00 a 11:59,6,Mañana,Enero,Viernes,Guatemala,Guatemala,21,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
144,2023,6,20,18:00 a 23:59,18,Noche,Enero,Viernes,Guatemala,Villa Nueva,,Hombre,57,55-59,55-59,55 - 59,,Mayor,Automóvil,Ford,Beige,2005,2000-2009,Colisión
145,2023,6,20,18:00 a 23:59,18,Noche,Enero,Viernes,Guatemala,Villa Nueva,,Hombre,57,55-59,55-59,55 - 59,,Mayor,Automóvil,Ford,Beige,2005,2000-2009,Colisión
146,2023,6,23,18:00 a 23:59,18,Noche,Enero,Viernes,Jutiapa,Asunción Mita,,Hombre,,,,,,Mayor,Motocicleta,Freedom,Negro,,,Derrape
147,2023,6,23,18:00 a 23:59,18,Noche,Enero,Viernes,Jutiapa,Asunción Mita,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Freedom,Negro,,,Derrape
148,2023,6,18,18:00 a 23:59,18,Noche,Enero,Viernes,Escuintla,Escuintla,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Automóvil,Mitsubishi,Corinto,2006,2000-2009,Colisión
149,2023,6,18,18:00 a 23:59,18,Noche,Enero,Viernes,Escuintla,Escuintla,,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
150,2023,6,8,06:00 a 11:59,6,Mañana,Enero,Viernes,San Marcos,El Tumbador,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Camión,Peter Bilt,Morado,1998,1990-1999,Colisión
151,2023,6,8,06:00 a 11:59,6,Mañana,Enero,Viernes,San Marcos,El Tumbador,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Pick up,Toyota,Rojo,1988,1980-1989,Colisión
152,2023,6,12,12:00 a 17:59,12,Tarde,Enero,Viernes,Huehuetenango,Cuilco,,Hombre,,,,,,Mayor,Motocicleta,,,,,Colisión
153,2023,6,12,12:00 a 17:59,12,Tarde,Enero,Viernes,Huehuetenango,Cuilco,,Hombre,,,,,,Mayor,Automóvil,Nissan,Blanco,,,Colisión
154,2023,6,0,00:00 a 05:59,0,Mañana,Enero,Viernes,Alta Verapaz,Panzós,,Hombre,45,45-49,45-49,45 - 49,,Mayor,Motocicleta,,,,,Choque
155,2023,6,16,12:00 a 17:59,12,Tarde,Enero,Viernes,Petén,San Benito,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Motocicleta,Bajaj,Rojo,2010,2010-2019,Colisión
156,2023,6,16,12:00 a 17:59,12,Tarde,Enero,Viernes,Petén,San Benito,,Hombre,,,,,,Mayor,Camioneta,Hyundai,Gris,,,Colisión
157,2023,6,22,18:00 a 23:59,18,Noche,Enero,Viernes,Sacatepéquez,Antigua Guatemala,,Hombre,26,25-29,25-29,25 - 29,,Mayor,Automóvil,Honda,Gris,2014,2010-2019,Colisión
158,2023,6,22,18:00 a 23:59,18,Noche,Enero,Viernes,Sacatepéquez,Antigua Guatemala,,Hombre,,,,,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
159,2023,7,5,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Guatemala,17,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,,Azul,,,Colisión
160,2023,7,5,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Guatemala,17,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
161,2023,7,6,06:00 a 11:59,6,Mañana,Enero,Sábado,Guatemala,Fraijanes,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Asia Hero,Azul,2023,2020-2029,Derrape
162,2023,7,18,18:00 a 23:59,18,Noche,Enero,Sábado,Guatemala,Guatemala,5,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Gris,,,Derrape
163,2023,7,4,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Guatemala,12,Hombre,45,45-49,45-49,45 - 49,,Mayor,Cabezal,Freightliner,Azul,2002,2000-2009,Colisión
164,2023,7,4,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Guatemala,12,Mujer,43,40-44,40-44,40 - 44,,Mayor,Automóvil,Volkswagen,Blanco,1999,1990-1999,Colisión
165,2023,7,18,18:00 a 23:59,18,Noche,Enero,Sábado,Guatemala,Guatemala,11,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,,2021,2020-2029,Derrape
166,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Villa Nueva,2,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,,Negro,,,Colisión
167,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Villa Nueva,2,Hombre,29,25-29,25-29,25 - 29,,Mayor,Automóvil,Nissan,Negro,,,Colisión
168,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Villa Nueva,,Hombre,63,60-64,60 y más,60 - 64,,Mayor,Automóvil,Ford,Corinto,,,Colisión
169,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Guatemala,Villa Nueva,,Hombre,29,25-29,25-29,25 - 29,,Mayor,Automóvil,Kia,Rojo,,,Colisión
170,2023,7,17,12:00 a 17:59,12,Tarde,Enero,Sábado,Guatemala,Villa Nueva,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Anaranjado,,,Colisión
171,2023,7,17,12:00 a 17:59,12,Tarde,Enero,Sábado,Guatemala,Villa Nueva,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
172,2023,7,20,18:00 a 23:59,18,Noche,Enero,Sábado,Guatemala,Villa Canales,,Mujer,60,60-64,60 y más,60 - 64,,Mayor,Automóvil,Hyundai,Gris,2022,2020-2029,Colisión
173,2023,7,20,18:00 a 23:59,18,Noche,Enero,Sábado,Guatemala,Villa Canales,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Serpento,Negro,2013,2010-2019,Colisión
174,2023,7,21,18:00 a 23:59,18,Noche,Enero,Sábado,Guatemala,Mixco,8,Hombre,33,30-34,30-34,30 - 34,,Mayor,Camioneta,Hyundai,Azul,2016,2010-2019,Colisión
175,2023,7,21,18:00 a 23:59,18,Noche,Enero,Sábado,Guatemala,Mixco,8,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,Haojue,Negro,2020,2020-2029,Colisión
176,2023,7,20,18:00 a 23:59,18,Noche,Enero,Sábado,Jutiapa,Jalpatagua,,Hombre,50,50-54,50-54,50 - 54,,Mayor,Motocicleta,Freedom,Rojo,2022,2020-2029,Colisión
177,2023,7,20,18:00 a 23:59,18,Noche,Enero,Sábado,Jutiapa,Jalpatagua,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
178,2023,7,18,18:00 a 23:59,18,Noche,Enero,Sábado,Jalapa,Jalapa,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Motocicleta,Italika,,2021,2020-2029,Colisión
179,2023,7,18,18:00 a 23:59,18,Noche,Enero,Sábado,Jalapa,Jalapa,,Hombre,42,40-44,40-44,40 - 44,,Mayor,Motocicleta,Italika,,2018,2010-2019,Colisión
180,2023,7,6,06:00 a 11:59,6,Mañana,Enero,Sábado,Jalapa,Jalapa,,Hombre,,,,,,Mayor,Motocicleta,,,,,Colisión
181,2023,7,6,06:00 a 11:59,6,Mañana,Enero,Sábado,Jalapa,Jalapa,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Cabezal,,,,,Colisión
182,2023,7,9,06:00 a 11:59,6,Mañana,Enero,Sábado,Escuintla,Escuintla,,Hombre,58,55-59,55-59,55 - 59,,Mayor,Pick up,Toyota,Beige,2001,2000-2009,Colisión
183,2023,7,9,06:00 a 11:59,6,Mañana,Enero,Sábado,Escuintla,Escuintla,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,,Negro,,,Colisión
184,2023,7,15,12:00 a 17:59,12,Tarde,Enero,Sábado,Escuintla,Escuintla,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Bajaj,,2022,2020-2029,Derrape
185,2023,7,21,18:00 a 23:59,18,Noche,Enero,Sábado,Escuintla,Escuintla,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Motocicleta,,,,,Derrape
186,2023,7,9,06:00 a 11:59,6,Mañana,Enero,Sábado,Santa Rosa,Guazacapán,,Hombre,,,,,,Mayor,Camión,,Blanco,1995,1990-1999,Colisión
187,2023,7,9,06:00 a 11:59,6,Mañana,Enero,Sábado,Santa Rosa,Guazacapán,,Hombre,79,75-79,60 y más,75 - 79,,Mayor,Camión,Internacional,Blanco,,,Colisión
188,2023,7,18,18:00 a 23:59,18,Noche,Enero,Sábado,Santa Rosa,Santa Rosa de Lima,,Hombre,62,60-64,60 y más,60 - 64,,Mayor,Pick up,Toyota,Blanco,,,Colisión
189,2023,7,18,18:00 a 23:59,18,Noche,Enero,Sábado,Santa Rosa,Santa Rosa de Lima,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Italika,Blanco,,,Colisión
190,2023,7,0,00:00 a 05:59,0,Mañana,Enero,Sábado,Suchitepéquez,Chicacao,1,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
191,2023,7,0,00:00 a 05:59,0,Mañana,Enero,Sábado,Suchitepéquez,Chicacao,1,Hombre,23,20-24,20-24,20 - 24,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
192,2023,7,15,12:00 a 17:59,12,Tarde,Enero,Sábado,Retalhuleu,Champerico,,Hombre,46,45-49,45-49,45 - 49,,Mayor,Motocicleta,Freedom,Negro,2016,2010-2019,Derrape
193,2023,7,15,12:00 a 17:59,12,Tarde,Enero,Sábado,Retalhuleu,Retalhuleu,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Camioneta,Hyundai,Negro,,,Colisión
194,2023,7,15,12:00 a 17:59,12,Tarde,Enero,Sábado,Retalhuleu,Retalhuleu,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Azul,,,Colisión
195,2023,7,0,00:00 a 05:59,0,Mañana,Enero,Sábado,Retalhuleu,Retalhuleu,,Hombre,16,15-19,15-19,15 - 19,,Menor,Motocicleta,Yamaha,Negro,,,Colisión
196,2023,7,0,00:00 a 05:59,0,Mañana,Enero,Sábado,Retalhuleu,Retalhuleu,,Hombre,,,,,,Mayor,Motocicleta,Yamaha,Anaranjado,,,Colisión
197,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Alta Verapaz,Cobán,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Automóvil,Audi,Negro,2009,2000-2009,Colisión
198,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Alta Verapaz,Cobán,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Microbús,Toyota,Gris,2016,2010-2019,Colisión
199,2023,7,1,00:00 a 05:59,0,Mañana,Enero,Sábado,Alta Verapaz,Cobán,,Hombre,56,55-59,55-59,55 - 59,,Mayor,Camioneta,Hyundai,Gris,,,Colisión
200,2023,7,19,18:00 a 23:59,18,Noche,Enero,Sábado,Alta Verapaz,Santa Cruz Verapaz,,Hombre,61,60-64,60 y más,60 - 64,,Mayor,Pick up,,Blanco,,,Colisión
201,2023,7,19,18:00 a 23:59,18,Noche,Enero,Sábado,Alta Verapaz,Santa Cruz Verapaz,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Suzuki,Rojo,,,Colisión
202,2023,7,23,18:00 a 23:59,18,Noche,Enero,Sábado,Alta Verapaz,Cobán,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Camión,Nissan,Blanco,,,Colisión
203,2023,7,23,18:00 a 23:59,18,Noche,Enero,Sábado,Alta Verapaz,Cobán,,Hombre,19,15-19,15-19,15 - 19,,Mayor,Cuatrimoto,,,,,Colisión
204,2023,8,4,00:00 a 05:59,0,Mañana,Enero,Domingo,Guatemala,Guatemala,13,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Derrape
205,2023,8,2,00:00 a 05:59,0,Mañana,Enero,Domingo,Guatemala,Petapa,7,Hombre,25,25-29,25-29,25 - 29,,Mayor,,Hyundai,Gris,,,Colisión
206,2023,8,2,00:00 a 05:59,0,Mañana,Enero,Domingo,Guatemala,Petapa,7,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Yamaha,Negro,,,Colisión
207,2023,8,4,00:00 a 05:59,0,Mañana,Enero,Domingo,Guatemala,Mixco,8,Hombre,,,,,,Mayor,Automóvil,Toyota,Blanco,2007,2000-2009,Colisión
208,2023,8,4,00:00 a 05:59,0,Mañana,Enero,Domingo,Guatemala,Mixco,8,Hombre,23,20-24,20-24,20 - 24,,Mayor,Automóvil,Mazda,Corinto,2009,2000-2009,Colisión
209,2023,8,2,00:00 a 05:59,0,Mañana,Enero,Domingo,Izabal,Morales,,Mujer,28,25-29,25-29,25 - 29,,Mayor,Camioneta,Honda,Negro,2013,2010-2019,Colisión
210,2023,8,2,00:00 a 05:59,0,Mañana,Enero,Domingo,Izabal,Morales,,Hombre,65,65-69,60 y más,65 - 69,,Mayor,Camioneta,Kia,Gris,2008,2000-2009,Colisión
211,2023,8,19,18:00 a 23:59,18,Noche,Enero,Domingo,Zacapa,Río Hondo,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Bus urbano,Internacional,Rojo,,,Colisión
212,2023,8,19,18:00 a 23:59,18,Noche,Enero,Domingo,Zacapa,Río Hondo,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,Rojo,,,Colisión
213,2023,8,8,06:00 a 11:59,6,Mañana,Enero,Domingo,San Marcos,San Pablo,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Automóvil,Mazda,Blanco,2014,2010-2019,Colisión
214,2023,8,8,06:00 a 11:59,6,Mañana,Enero,Domingo,San Marcos,San Pablo,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Honda,Blanco,,,Colisión
215,2023,8,11,06:00 a 11:59,6,Mañana,Enero,Domingo,Quiché,Sacapulas,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Cuatrimoto,Bajaj,Rojo,,,Colisión
216,2023,8,11,06:00 a 11:59,6,Mañana,Enero,Domingo,Quiché,Sacapulas,,Hombre,32,30-34,30-34,30 - 34,,Mayor,Motocicleta,Honda,Rojo,2005,2000-2009,Colisión
217,2023,8,15,12:00 a 17:59,12,Tarde,Enero,Domingo,Santa Rosa,Cuilapa,,Hombre,34,30-34,30-34,30 - 34,No Ebrio,Mayor,Camión,,Blanco,1997,1990-1999,Colisión
218,2023,8,15,12:00 a 17:59,12,Tarde,Enero,Domingo,Santa Rosa,Cuilapa,,Hombre,15,15-19,15-19,15 - 19,No Ebrio,Menor,Cuatrimoto,Italika,,,,Colisión
219,2023,8,17,12:00 a 17:59,12,Tarde,Enero,Domingo,Santa Rosa,Barberena,,Hombre,45,45-49,45-49,45 - 49,Ebrio,Mayor,Camioneta,Subaru,Corinto,,,Colisión
220,2023,8,17,12:00 a 17:59,12,Tarde,Enero,Domingo,Santa Rosa,Barberena,,Mujer,27,25-29,25-29,25 - 29,No Ebrio,Mayor,Automóvil,Honda,Gris,1985,1980-1989,Colisión
221,2023,8,20,18:00 a 23:59,18,Noche,Enero,Domingo,Santa Rosa,Cuilapa,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Automóvil,Toyota,Azul,2007,2000-2009,Colisión
222,2023,8,20,18:00 a 23:59,18,Noche,Enero,Domingo,Santa Rosa,Cuilapa,,Hombre,31,30-34,30-34,30 - 34,,Mayor,Motocicleta,Freedom,Amarillo,,,Colisión
223,2023,8,6,06:00 a 11:59,6,Mañana,Enero,Domingo,Santa Rosa,Taxisco,,Hombre,38,35-39,35-39,35 - 39,,Mayor,Motocicleta,,,,,Derrape
224,2023,8,16,12:00 a 17:59,12,Tarde,Enero,Domingo,Huehuetenango,Huehuetenango,,Hombre,19,15-19,15-19,15 - 19,Ebrio,Mayor,Motocicleta,Serpento,Rojo,,,Derrape
225,2023,8,18,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,23,20-24,20-24,20 - 24,Ebrio,Mayor,Motocicleta,Suzuki,Rojo,2015,2010-2019,Colisión
226,2023,8,18,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,43,40-44,40-44,40 - 44,No Ebrio,Mayor,Motocicleta,Bajaj,Rojo,2014,2010-2019,Colisión
227,2023,8,19,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Guatemala,7,Hombre,44,40-44,40-44,40 - 44,Ebrio,Mayor,Pick up,Toyota,Gris,1988,1980-1989,Choque
228,2023,8,18,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,30,30-34,30-34,30 - 34,,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,Colisión
229,2023,8,18,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,Motocicleta,Honda,Azul,2017,2010-2019,Colisión
230,2023,8,16,12:00 a 17:59,12,Tarde,Enero,Domingo,Guatemala,Villa Canales,,Hombre,49,45-49,45-49,45 - 49,,Mayor,Pick up,Toyota,Verde,,,Choque
231,2023,8,19,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,San Juan Sacatepéquez,,Hombre,,,,,,Mayor,Motocicleta,,,,,Derrape
232,2023,8,4,00:00 a 05:59,0,Mañana,Enero,Domingo,Escuintla,Palín,,Hombre,35,35-39,35-39,35 - 39,No Ebrio,Mayor,Cabezal,,,,,Choque
233,2023,8,4,00:00 a 05:59,0,Mañana,Enero,Domingo,Escuintla,Palín,,Hombre,42,40-44,40-44,40 - 44,No Ebrio,Mayor,Pick up,,,,,Choque
234,2023,8,12,12:00 a 17:59,12,Tarde,Enero,Domingo,Escuintla,Escuintla,,Hombre,30,30-34,30-34,30 - 34,,Mayor,Pick up,Mazda,Blanco,,,Colisión
235,2023,8,12,12:00 a 17:59,12,Tarde,Enero,Domingo,Escuintla,Escuintla,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Motocicleta,Italika,Negro,,,Colisión
236,2023,8,17,12:00 a 17:59,12,Tarde,Enero,Domingo,Escuintla,San José,,Hombre,58,55-59,55-59,55 - 59,,Mayor,Pick up,Toyota,Café,1989,1980-1989,Choque
237,2023,8,20,18:00 a 23:59,18,Noche,Enero,Domingo,Escuintla,Iztapa,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
238,2023,8,20,18:00 a 23:59,18,Noche,Enero,Domingo,Escuintla,Iztapa,,Hombre,14,Menor de 15,Menor de 15,10 - 14,,Menor,Motocicleta,Kymco,Rojo,,,Colisión
239,2023,8,14,12:00 a 17:59,12,Tarde,Enero,Domingo,Escuintla,Escuintla,,Hombre,18,15-19,15-19,15 - 19,,Mayor,Automóvil,,,,,Choque
240,2023,8,18,18:00 a 23:59,18,Noche,Enero,Domingo,Retalhuleu,Champerico,,Hombre,55,55-59,55-59,55 - 59,,Mayor,Automóvil,Nissan,Beige,,,Colisión
241,2023,8,18,18:00 a 23:59,18,Noche,Enero,Domingo,Retalhuleu,Champerico,,Hombre,39,35-39,35-39,35 - 39,,Mayor,Motocicleta,Bajaj,Negro,,,Colisión
242,2023,8,17,12:00 a 17:59,12,Tarde,Enero,Domingo,Chiquimula,Chiquimula,,Hombre,22,20-24,20-24,20 - 24,,Mayor,Pick up,Toyota,,,,Colisión
243,2023,8,17,12:00 a 17:59,12,Tarde,Enero,Domingo,Chiquimula,Chiquimula,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,Avanti,,,,Colisión
244,2023,8,22,18:00 a 23:59,18,Noche,Enero,Domingo,Petén,Melchor de Mencos,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,Honda,Rojo,,,Colisión
245,2023,8,22,18:00 a 23:59,18,Noche,Enero,Domingo,Petén,Melchor de Mencos,,Hombre,24,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Negro,,,Colisión
246,2023,8,19,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Petapa,,Mujer,52,50-54,50-54,50 - 54,,Mayor,Motocicleta,,,,,Colisión
247,2023,8,19,18:00 a 23:59,18,Noche,Enero,Domingo,Guatemala,Petapa,,Hombre,,,,,,Mayor,Automóvil,,,,,Colisión
248,2023,8,7,06:00 a 11:59,6,Mañana,Enero,Domingo,Chiquimula,Chiquimula,,Hombre,,,,,,Mayor,Motocicleta,,Gris,,,Colisión
249,2023,8,7,06:00 a 11:59,6,Mañana,Enero,Domingo,Chiquimula,Chiquimula,,Hombre,,,,,,Mayor,Camión,,,,,Colisión
250,2023,8,13,12:00 a 17:59,12,Tarde,Enero,Domingo,Santa Rosa,San Rafael las Flores,,Mujer,34,30-34,30-34,30 - 34,,Mayor,Camioneta,,,,,Embarrancó
251,2023,9,8,06:00 a 11:59,6,Mañana,Enero,Lunes,Guatemala,Guatemala,1,Hombre,22,20-24,20-24,20 - 24,,Mayor,Motocicleta,Italika,Azul,,,Colisión
252,2023,9,8,06:00 a 11:59,6,Mañana,Enero,Lunes,Guatemala,Guatemala,1,Hombre,,,,,,Mayor,Bus urbano,Mercedes Benz,Verde,,,Colisión
253,2023,9,20,18:00 a 23:59,18,Noche,Enero,Lunes,Guatemala,Guatemala,12,Hombre,,,,,,Mayor,,,,,,Colisión
254,2023,9,7,06:00 a 11:59,6,Mañana,Enero,Lunes,Guatemala,Amatitlán,,Hombre,21,20-24,20-24,20 - 24,,Mayor,Motocicleta,,,,,Colisión
255,2023,9,7,06:00 a 11:59,6,Mañana,Enero,Lunes,Guatemala,Amatitlán,,Hombre,,,,,,Mayor,Camioneta,,,,,Colisión
256,2023,9,7,06:00 a 11:59,6,Mañana,Enero,Lunes,Guatemala,Mixco,7,Hombre,64,60-64,60 y más,60 - 64,,Mayor,Motocicleta,Italika,Rojo,2021,2020-2029,Colisión
257,2023,9,7,06:00 a 11:59,6,Mañana,Enero,Lunes,Guatemala,Mixco,7,Hombre,,,,,,Mayor,Bus urbano,,,,,Colisión
258,2023,9,8,06:00 a 11:59,6,Mañana,Enero,Lunes,Jalapa,San Pedro Pinula,,Hombre,43,40-44,40-44,40 - 44,,Mayor,Cabezal,,,,,Colisión
259,2023,9,8,06:00 a 11:59,6,Mañana,Enero,Lunes,Jalapa,San Pedro Pinula,,Hombre,69,65-69,60 y más,65 - 69,,Mayor,Camioneta,Toyota,Verde,,,Colisión
260,2023,9,8,06:00 a 11:59,6,Mañana,Enero,Lunes,Jalapa,San Pedro Pinula,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Motocicleta,Yamaha,Blanco,,,Colisión
261,2023,9,16,12:00 a 17:59,12,Tarde,Enero,Lunes,Escuintla,Palín,,Hombre,37,35-39,35-39,35 - 39,,Mayor,Cabezal,,Negro,,,Embarrancó
262,2023,9,20,18:00 a 23:59,18,Noche,Enero,Lunes,Escuintla,La Gomera,,Hombre,28,25-29,25-29,25 - 29,,Mayor,Motocicleta,Italika,Rojo,,,Derrape
263,2023,9,9,06:00 a 11:59,6,Mañana,Enero,Lunes,San Marcos,Ayutla,,Hombre,,,,,,Mayor,Automóvil,Toyota,Rojo,,,Colisión
264,2023,9,9,06:00 a 11:59,6,Mañana,Enero,Lunes,San Marcos,Ayutla,,Hombre,,,,,,Mayor,Microbús,Toyota,Gris,,,Colisión
265,2023,9,15,12:00 a 17:59,12,Tarde,Enero,Lunes,Alta Verapaz,Cobán,,Hombre,,,,,,Mayor,Pick up,Toyota,Gris,2013,2010-2019,Colisión
266,2023,9,15,12:00 a 17:59,12,Tarde,Enero,Lunes,Alta Verapaz,Cobán,,Hombre,27,25-29,25-29,25 - 29,,Mayor,Pick up,Toyota,Blanco,2007,2000-2009,Colisión
267,2023,9,13,12:00 a 17:59,12,Tarde,Enero,Lunes,El Progreso,Guastatoya,,Hombre,53,50-54,50-54,50 - 54,,Mayor,Motocicleta,,,,,Colisión
268,2023,9,13,12:00 a 17:59,12,Tarde,Enero,Lunes,El Progreso,Guastatoya,,Hombre,,,,,,Mayor,Motocicleta,,,,,Colisión
269,2023,9,5,00:00 a 05:59,0,Mañana,Enero,Lunes,Izabal,Livingston,,Hombre,,,,,,Mayor,Camión,,,,,Colisión
270,2023,9,5,00:00 a 05:59,0,Mañana,Enero,Lunes,Izabal,Livingston,,Hombre,33,30-34,30-34,30 - 34,,Mayor,Motocicleta,Suzuki,Negro,,,Colisión
271,2023,9,21,18:00 a 23:59,18,Noche,Enero,Lunes,Petén,Sayaxché,,Hombre,,,,,,Mayor,Pick up,,,,,Colisión
272,2023,9,0,00:00 a 05:59,0,Mañana,Enero,Lunes,Chimaltenango,San Martín Jilotepeque,3,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Rojo,2021,2020-2029,Colisión
273,2023,9,0,00:00 a 05:59,0,Mañana,Enero,Lunes,Chimaltenango,San Martín Jilotepeque,3,Hombre,20,20-24,20-24,20 - 24,,Mayor,Motocicleta,Bajaj,Negro,2022,2020-2029,Colisión
274,2023,9,6,06:00 a 11:59,6,Mañana,Enero,Lunes,Sacatepéquez,Antigua Guatemala,,Hombre,40,40-44,40-44,40 - 44,,Mayor,Camioneta,Mitsubishi,Gris,,,Colisión
275,2023,9,19,18:00 a 23:59,18,Noche,Enero,Lunes,Sacatepéquez,Antigua Guatemala,,Hombre,25,25-29,25-29,25 - 29,,Mayor,Motocicleta,,,,,Derrape
276,2023,10,12,12:00 a 17:59,12,Tarde,Enero,Martes,Guatemala,Guatemala,1,Hombre,30,30-34,30-34,30 - 34,,Mayor,Automóvil,Honda,Gris,2016,2010-2019,Colisión
277,2023,10,12,12:00 a 17:59,12,Tarde,Enero,Martes,Guatemala,Guatemala,1,Mujer,63,60-64,60 y más,60 - 64,,Mayor,Camioneta,Hyundai,Negro,2012,2010-2019,Colisión
278,2023,10,17,12:00 a 17:59,12,Tarde,Enero,Martes,Guatemala,Guatemala,3,Mujer,28,25-29,25-29,25 - 29,No Ebrio,Mayor,Automóvil,Hyundai,Azul,2003,2000-2009,Colisión
279,2023,10,17,12:00 a 17:59,12,Tarde,Enero,Martes,Guatemala,Guatemala,3,Mujer,32,30-34,30-34,30 - 34,No Ebrio,Mayor,Motocicleta,Italika,Rojo,2018,2010-2019,Colisión
280,2023,10,2,00:00 a 05:59,0,Mañana,Enero,Martes,Guatemala,Guatemala,6,Hombre,35,35-39,35-39,35 - 39,Ebrio,Mayor,Pick up,Isuzu,Verde,1993,1990-1999,Colisión
